Date,Open,High,Low,Closed Price, Volume,Buy Sell,Vn-index,Dowjones,Private trade volume
12/19/2007,156000,159000,157000,159000,167140,-14390,946.78,13207.26953,0
12/20/2007,159000,160000,156000,157000,191390,-110780,930.45,13245.63965,0
12/21/2007,157000,157000,156000,157000,220330,49260,935.07,13450.65039,0
12/24/2007,157000,158000,156000,157000,155160,-9730,930.86,13550.04004,0
12/25/2007,157000,157000,155000,155000,166750,-180440,918.43,11971.19043,0
12/26/2007,155000,156000,154000,156000,141200,29930,924.37,12270.16992,0
12/27/2007,156000,156000,155000,155000,146490,-44540,921.75,12378.61035,0
12/28/2007,155000,155000,154000,155000,220180,7360,927.02,12207.16992,0
1/2/2008,155000,157000,155000,157000,156160,26500,921.07,12383.88965,0
1/3/2008,157000,156000,154000,154000,111990,-17600,908.25,12480.29981,31250
1/4/2008,154000,153000,152000,152000,66670,21510,903.09,12442.83008,0
1/7/2008,152000,152000,148000,150000,117490,31110,887.08,12650.36035,0
1/8/2008,150000,154000,150000,151000,109010,118490,893.74,12743.19043,0
1/9/2008,151000,152000,149000,149000,56360,-54650,878.41,12635.16016,0
1/10/2008,149000,146000,143000,143000,291740,173380,850.07,12265.12988,0
1/11/2008,143000,146000,144000,145000,78900,19330,860.77,12200.09961,0
1/14/2008,145000,150000,145000,145000,215790,95770,841,12247,0
1/15/2008,145000,141000,138000,139000,199290,33230,808.83,12182.12988,0
1/16/2008,139000,145000,143000,145000,171870,181430,846.07,12240.00977,0
1/17/2008,145000,152000,141000,145000,248700,-104720,833.81,12373.41016,0
1/18/2008,145000,148000,143000,,18743,-60940,847.05,12552.24023,0
1/21/2008,147000,145000,143000,143000,189070,12470,833.88,12376.98047,0
1/22/2008,98667,98000,96000,96500,165780,98590,807.74,12348.20996,0
1/23/2008,96500,95500,92500,92500,227280,-47450,776.68,12337.21973,0
1/24/2008,92500,95000,92500,92500,125020,-61720,764.13,12427.25977,0
1/25/2008,92500,94000,92500,94000,84860,59650,776.04,12284.29981,0
1/28/2008,94000,94000,93000,,10656,-76660,785.07,12381.01953,0
1/29/2008,94000,95500,93000,95500,188520,131840,811.61,12570.21973,0
1/30/2008,95500,100000,100000,100000,67320,253070,843.1,12684.91992,0
1/31/2008,100000,103000,97000,103000,181330,53210,844.11,12694.28027,0
2/1/2008,103000,108000,103000,108000,158800,65120,859.62,12582.17969,0
2/12/2008,108000,106000,104000,105000,109200,-56530,841.23,12266.38965,0
2/13/2008,105000,105000,102000,104000,133470,-44480,817.86,12258.90039,0
2/14/2008,104000,107000,104000,105000,64140,-83920,823.46,12213.79981,0
2/15/2008,105000,105000,104000,104000,98660,-52670,816.03,12254.99023,0
2/18/2008,104000,101000,99500,101000,106770,71340,782.57,12040.38965,0
2/19/2008,101000,102000,98000,101000,84920,85060,776.79,11893.69043,0
2/20/2008,101000,102000,99500,,18655,-135600,744.92,11740.15039,0
2/21/2008,100000,95000,95000,95000,307420,-25350,710.45,12156.80957,0
2/22/2008,95000,92000,90500,92000,90510,54010,687.1,12110.24023,0
2/25/2008,92000,96500,96500,96500,55810,110260,715.04,12145.74023,0
2/26/2008,96500,98000,94500,96000,144900,-96030,692.91,11951.08984,0
2/27/2008,96000,99000,94000,96000,63040,7400,686.49,11972.25,0
2/28/2008,96000,97500,96000,97500,68010,-9350,678.12,12392.66016,0
2/29/2008,97500,97000,96000,96000,137890,-36850,663.3,12099.66016,0
3/3/2008,96000,95000,91500,91500,120440,-141990,635.24,12361.32031,0
3/4/2008,91500,91500,87000,87000,208800,9880,608.88,12548.63965,0
3/5/2008,87000,87000,83000,85000,270640,51140,583.45,12532.59961,0
3/6/2008,85000,89000,89000,89000,11150,212920,611.17,12422.86035,0
3/7/2008,89000,93000,93000,93000,113590,222670,640.14,12302.45996,0
3/10/2008,93000,97500,94000,96000,326010,-90290,658.29,12216.40039,0
3/11/2008,96000,94000,92500,93500,100450,-25930,638.71,12262.88965,0
3/12/2008,93500,97000,92000,93500,39920,48300,643.9,12654.36035,0
3/13/2008,93500,97000,93000,94000,46390,-117970,647.6,12608.91992,0
3/14/2008,94000,94500,93000,94500,82740,-6860,643.8,12626.03027,0
3/17/2008,94500,94000,92000,92500,128040,33030,615.71,12609.41992,30000
3/18/2008,92500,91000,88000,88500,134940,-19010,588.26,12612.42969,0
3/19/2008,88500,91000,88000,88500,45390,16580,573.45,12576.44043,0
3/20/2008,88500,90000,88500,89000,87310,9660,564.82,12527.25977,0
3/21/2008,89000,89000,87000,88000,52050,-18600,545.68,12581.98047,0
3/24/2008,88000,84500,84000,84000,154630,-16290,521.07,12325.41992,0
3/25/2008,84000,80500,80000,80000,178050,-26640,496.64,12302.05957,0
3/26/2008,80000,84000,84000,84000,47960,305140,504.67,12362.46973,0
3/27/2008,84000,84500,84500,84500,51090,347180,508.75,12619.26953,0
3/28/2008,84500,85000,85000,85000,2070,541590,512.7,12620.49023,0
3/31/2008,85000,85500,85500,85500,3020,746720,516.85,12849.36035,0
4/1/2008,85500,86000,86000,86000,530,441320,520.99,12825.01953,0
4/2/2008,86000,86500,86500,86500,2360,422020,525.11,12720.23047,0
4/3/2008,86500,87000,87000,87000,33500,439920,529.23,12763.21973,0
4/4/2008,87000,87500,87500,87500,52460,455080,533,12848.9502,0
4/7/2008,87500,89000,89000,89000,2670,456190,542.33,12891.86035,0
4/8/2008,89000,90500,90500,90500,193450,479770,548.56,12871.75,0
4/9/2008,90500,92000,92000,92000,22410,576310,552.05,12831.94043,0
4/10/2008,92000,93500,90500,93500,262980,401060,545.73,12820.12988,0
4/11/2008,93500,92500,92000,92500,164600,-17700,539.01,13010,0
4/16/2008,92500,91500,91000,91000,136390,-29800,531.38,13058.2002,0
4/17/2008,91000,92500,89500,92500,154750,108490,537.58,12969.54004,0
4/18/2008,92500,94000,91000,91000,117310,-23620,537.31,13020.83008,0
4/21/2008,91000,92000,90000,92000,82260,78590,534.92,12814.34961,0
4/22/2008,92000,92000,90500,92000,20670,4340,530.62,12866.78027,0
4/23/2008,92000,90500,90500,90500,68250,-115000,521.95,12745.87988,0
4/24/2008,90500,89500,89000,89000,97210,-11550,518.42,12876.30957,0
4/25/2008,89000,90500,88000,90500,31170,27300,515.88,12832.17969,0
4/28/2008,90500,92000,91500,92000,67610,152090,519.42,12898.37988,0
4/29/2008,92000,93500,92000,93500,142440,-19320,522.36,12992.66016,0
5/5/2008,93500,94000,92000,92000,32320,-87300,521.28,12986.79981,0
5/6/2008,92000,90500,90500,90500,4640,-83560,518.35,13028.16016,0
5/7/2008,90500,92000,89000,92000,92580,11210,515.26,12828.67969,0
5/8/2008,92000,92000,90500,92000,87260,-16750,507.94,12601.19043,0
5/9/2008,92000,90500,90500,90500,1320,-51150,500.33,12625.62012,0
5/12/2008,90500,89000,89000,89000,660,-71500,492.04,12479.62988,0
5/13/2008,89000,87500,87500,87500,60,-133060,483.92,12548.34961,0
5/14/2008,87500,86000,86000,86000,230,-350180,475.5,12594.03027,0
5/15/2008,86000,85000,84500,84500,4420,-420630,466.67,12646.21973,0
5/16/2008,84500,83000,83000,83000,28510,-532120,460.04,12638.32031,0
5/19/2008,83000,81500,81500,81500,84520,-371890,455.67,12503.82031,0
5/20/2008,81500,80000,80000,80000,4270,-421220,449.24,12402.84961,0
5/21/2008,80000,78500,78500,78500,470,-429640,441.75,12390.48047,115000
5/22/2008,78500,77000,77000,77000,90660,-207700,434.75,12604.4502,3750000
5/23/2008,77000,77000,75500,75500,774950,76090,428.05,12209.80957,275000
5/26/2008,75500,74000,74000,74000,432440,-135420,420.51,12280.32031,0
5/30/2008,74000,73000,73000,73000,533870,-184160,414.1,12289.75977,0
6/2/2008,73000,72000,72000,72000,309100,-15570,407.94,12083.76953,0
6/3/2008,72000,71000,71000,71000,139990,-42370,401.2,12141.58008,0
6/4/2008,71000,72000,70000,72000,217760,-24510,395.66,12307.34961,0
6/5/2008,72000,73000,71000,73000,143800,63450,390.08,12269.08008,0
6/6/2008,73000,74000,74000,74000,59450,203160,384.24,12160.29981,0
6/9/2008,74000,75000,75000,75000,54800,29610,379.12,12029.05957,0
6/10/2008,75000,74000,73500,73500,35250,-43950,373,12063.08984,0
6/11/2008,73500,74500,72500,74500,95560,94660,370.45,11842.69043,0
6/12/2008,74500,75500,75500,75500,34780,99700,370.55,11842.36035,0
6/13/2008,75500,77000,77000,77000,57400,95460,372.68,11807.42969,0
6/16/2008,77000,78500,78500,78500,5360,134340,378.65,11811.83008,877500
6/17/2008,78500,80000,80000,80000,10520,134210,384.71,11453.41992,683940
6/18/2008,80000,81500,78500,80000,319590,-70850,382.07,11346.50977,245735
6/19/2008,80000,78000,78000,78000,119040,-91660,373.27,11350.00977,0
6/20/2008,78000,80000,76000,80000,272120,73790,366.02,11382.25977,438750
6/23/2008,80000,82000,81500,82000,50530,82900,368.95,11215.50977,0
6/24/2008,82000,84000,84000,84000,36030,94010,375.97,11288.54004,0
6/25/2008,84000,86500,86500,86500,18180,102220,383.78,11231.95996,438750
6/26/2008,86500,89000,86000,88500,116050,89080,386.48,11384.20996,438750
6/27/2008,88500,91000,86500,91000,102260,154750,392.61,11147.44043,438750
6/30/2008,91000,93500,91000,93500,63360,120510,399.4,11229.01953,0
7/1/2008,93500,96000,96000,96000,35400,76250,409.61,11100.54004,0
7/2/2008,96000,98500,95000,98500,121980,49980,419.29,11055.19043,0
7/3/2008,98500,101000,101000,101000,30380,153950,430.05,10962.54004,0
7/4/2008,101000,104000,100000,100000,173070,-9410,439.68,11239.28027,0
7/7/2008,100000,100000,97000,100000,278490,-130930,435.89,11446.66016,0
7/8/2008,100000,100000,97000,100000,234670,1210,436.71,11496.57031,0
7/9/2008,100000,101000,100000,101000,79660,-18540,439.55,11467.33984,438750
7/10/2008,101000,102000,99000,102000,133480,-12870,446.6,11602.5,0
7/11/2008,102000,103000,100000,102000,84100,-890,456.64,11632.37988,0
7/14/2008,102000,105000,102000,105000,103080,9730,467.94,11349.28027,0
7/15/2008,105000,108000,108000,108000,63290,42320,479.8,11370.69043,0
7/16/2008,108000,110000,105000,108000,100670,12030,486.53,11131.08008,0
7/17/2008,108000,109000,106000,108000,102320,-102440,489.83,11397.55957,0
7/18/2008,108000,108000,105000,108000,131500,-81630,483.05,11583.69043,0
7/21/2008,108000,105000,105000,105000,140410,-124080,470.82,11378.01953,0
7/22/2008,105000,102000,102000,102000,113700,-146220,457.88,11326.32031,79000
7/23/2008,102000,102000,99000,99000,105080,-218240,445.59,11284.15039,0
7/24/2008,99000,101000,96500,99000,100040,26440,435.79,11615.76953,0
7/25/2008,99000,101000,97000,101000,29120,24180,429.46,11656.07031,0
7/28/2008,101000,104000,101000,104000,28360,40350,434.64,11431.42969,0
7/29/2008,104000,107000,105000,107000,37950,19750,444.4,11734.32031,0
7/30/2008,107000,107000,104000,107000,47730,-38130,448.27,11782.34961,0
7/31/2008,107000,106000,104000,106000,35120,-71950,451.36,11642.46973,0
8/1/2008,106000,106000,103000,106000,51080,-33730,447.11,11532.95996,0
8/4/2008,106000,106000,103000,106000,42780,-6740,439.41,11615.92969,0
8/5/2008,106000,105000,103000,105000,50090,-37460,430.26,11659.90039,0
8/6/2008,105000,108000,106000,108000,30790,10070,437.45,11479.38965,0
8/7/2008,108000,109000,107000,107000,66220,-73860,438.83,11348.54981,0
8/8/2008,107000,107000,106000,107000,57300,-24650,444.28,11417.42969,0
8/11/2008,107000,109000,107000,107000,38800,-47210,454.8,11430.20996,0
8/12/2008,107000,107000,105000,106000,34260,-36070,459.89,11628.05957,0
8/13/2008,106000,107000,103000,107000,41550,3730,464.01,11386.25,0
8/14/2008,107000,110000,107000,110000,176550,121290,476.5,11412.87012,0
8/15/2008,110000,113000,113000,113000,283800,139910,488.94,11502.50977,0
8/18/2008,113000,118000,117000,118000,385970,107640,508.05,11715.17969,0
8/19/2008,118000,122000,116000,119000,66730,-98660,511.53,11543.95996,0
8/20/2008,119000,116000,114000,114000,91250,-75760,508.47,11516.91992,0
8/21/2008,114000,116000,111000,116000,36350,16200,525.98,11532.87988,0
8/22/2008,116000,116000,112000,112000,134110,-58370,526.98,11188.23047,0
8/25/2008,112000,115000,112000,114000,102310,-15060,548.25,11220.95996,0
8/26/2008,114000,115000,111000,114000,135090,-25000,561.67,11510.74023,0
8/27/2008,114000,116000,110000,115000,124110,-21940,561.85,11230.73047,0
8/28/2008,115000,114000,110000,112000,107590,-106220,547.69,11268.91992,0
8/29/2008,112000,109000,107000,107000,137120,-52300,539.1,11433.70996,0
9/3/2008,107000,107000,106000,107000,69590,-10900,555.14,11421.99023,0
9/4/2008,107000,107000,104000,104000,113460,-76760,558.56,10917.50977,0
9/5/2008,104000,104000,100000,102000,87480,-11720,546.66,11059.01953,0
9/8/2008,102000,103000,97000,103000,104190,-27570,532.71,10609.66016,0
9/9/2008,103000,102000,100000,101000,88690,-47150,525.49,11019.69043,0
9/10/2008,101000,101000,96000,96000,98910,-45640,514.45,11388.44043,0
9/11/2008,96000,95500,93000,95000,81150,-46600,497.01,11015.69043,0
9/12/2008,95000,94000,90500,90500,110250,-128980,476,10854.16992,0
9/15/2008,90500,92000,86000,91000,106760,-29800,476.76,10825.16992,600000
9/16/2008,91000,91000,86500,86500,68270,-106490,455.95,11022.05957,0
9/17/2008,86500,84000,82500,82500,134340,-211330,437.24,11143.12988,0
9/18/2008,82500,78500,78500,78500,8770,-159830,419.28,10365.4502,0
9/19/2008,78500,82000,78500,82000,55080,243260,439.06,10850.66016,0
9/22/2008,82000,86000,86000,86000,1980,276070,459.86,10831.07031,0
9/23/2008,86000,90000,87000,90000,82530,22630,465.87,10482.84961,0
9/24/2008,90000,92000,86000,87000,121100,-40640,455.05,10325.37988,0
9/25/2008,87000,91000,87000,91000,138590,117070,470.43,9955.5,0
9/26/2008,91000,95500,93500,95500,141480,192940,483.81,9447.110352,0
9/29/2008,95500,100000,96000,99500,98040,19210,479,9258.099609,0
9/30/2008,99500,95000,95000,95000,65820,-83610,456.7,8579.19043,0
10/1/2008,95000,98000,94500,97000,93830,59500,454.41,8451.19043,0
10/2/2008,97000,100000,98000,99000,83330,-100,460.25,9387.610352,0
10/3/2008,99000,99000,95000,95000,61480,-18200,452.14,9310.990234,0
10/6/2008,95000,93500,90500,90500,80380,-56300,433.71,8577.910156,0
10/7/2008,90500,86000,86000,86000,55180,-32870,414.24,8979.259766,0
10/8/2008,86000,88000,82000,84000,66600,-8360,401.33,8852.219727,100000
10/9/2008,84000,87000,80000,84000,91600,19280,397.68,9265.429688,100000
10/10/2008,84000,81500,80500,80500,96580,7170,379.06,9033.660156,100000
10/13/2008,80500,84000,80500,82000,112380,59510,371.67,8519.209961,100000
10/14/2008,82000,86000,86000,86000,46760,121400,389.33,8691.25,0
10/15/2008,86000,89000,86000,,85490,-3140,397.15,8378.950195,150000
10/16/2008,88000,87000,84000,,93070,-14400,384.61,8175.77002,75000
10/17/2008,84500,85000,81500,81500,72950,-35170,382.51,9065.120117,140000
10/20/2008,81500,81500,79500,79500,56770,-4610,370.8,8990.959961,0
10/21/2008,79500,82000,81000,82000,82250,140640,379.94,9180.69043,0
10/22/2008,82000,82500,79000,82500,75770,34340,374.91,9325.009766,180000
10/23/2008,82500,82500,79000,82000,43120,-21470,360.43,9319.830078,0
10/24/2008,82000,79500,78500,78500,83440,-19470,345.11,9625.280273,70000
10/27/2008,78500,76000,75000,75000,252280,-91500,329.28,9139.269531,1000000
10/28/2008,75000,71500,71500,71500,32190,-59290,322.8,8695.790039,659000
10/29/2008,71500,75000,71500,71500,45410,-27760,331.62,8943.80957,980000
10/30/2008,71500,69000,68000,68500,113730,56580,336.57,8870.540039,575000
10/31/2008,68500,71500,71500,71500,19370,22910,347.05,8693.959961,480000
11/3/2008,71500,72000,71500,71500,76340,13100,348.64,8282.660156,400000
11/4/2008,71500,75000,71000,75000,13750,40630,361.44,8835.25,115000
11/5/2008,75000,78500,78500,78500,13990,8860,377.83,8497.30957,430000
11/6/2008,78500,82000,75000,78500,32750,130260,379.51,8273.580078,400000
11/7/2008,78500,78000,75000,76500,17530,21970,365.97,8424.75,0
11/10/2008,76500,78500,76500,78000,31150,29650,366,7997.279785,65000
11/11/2008,78000,78000,75500,77000,15880,1310,351.71,7552.290039,0
11/12/2008,77000,77000,73500,74500,50750,119320,342.33,8046.419922,0
11/13/2008,74500,77500,76000,77000,64860,-3570,346.24,8443.389648,0
11/14/2008,77000,80000,78000,78000,18700,-10900,352.07,8479.469727,0
11/17/2008,78000,78000,76500,78000,53830,-8340,345.05,8726.610352,255000
11/18/2008,78000,78500,77500,78500,45650,-9400,340.69,8829.040039,585000
11/19/2008,78500,79500,78500,79000,44710,-2540,336.89,8149.089844,325000
11/20/2008,79000,79000,77000,79000,41700,-26410,325.74,8419.089844,190000
11/21/2008,79000,79000,78500,78500,109940,16560,318.96,8591.69043,0
11/24/2008,78500,80500,80000,80000,61240,-15350,317.93,8376.240234,0
11/25/2008,80000,82000,80000,82000,82240,1360,320.33,8635.419922,40000
11/26/2008,82000,82000,80000,81500,57190,-5250,311.74,8934.179688,0
11/27/2008,81500,82000,80500,80500,21500,-31410,303.54,8691.330078,0
11/28/2008,80500,82000,80500,81000,54050,-27630,314.74,8761.419922,0
12/1/2008,81000,82000,81000,82000,41350,5570,314.71,8565.089844,0
12/2/2008,82000,81500,80500,81500,42760,3920,307.45,8629.679688,0
12/3/2008,81500,82000,81500,81500,21060,-10450,306.22,8564.530273,0
12/4/2008,81500,82500,81000,82500,32940,14150,308.6,8924.139648,0
12/5/2008,82500,82000,81000,81000,30630,-10300,299.68,8824.339844,0
12/8/2008,81000,80000,77000,79500,32960,-2900,288.69,8604.990234,0
12/9/2008,79500,82000,78000,82000,40210,21480,293.3,8579.110352,0
12/10/2008,82000,82000,78000,78000,42320,-26460,286.85,8519.69043,0
12/11/2008,78000,80000,74500,79000,48180,9030,288.93,8419.490234,0
12/12/2008,79000,82500,80500,82500,37270,15450,299.54,8468.480469,0
12/15/2008,82500,85000,83000,84000,29470,800,308.28,8515.549805,0
12/16/2008,84000,86000,83500,83500,60630,-41350,296.42,8483.929688,0
12/17/2008,83500,84000,82000,84000,35560,-6540,301.02,8668.389648,0
12/18/2008,84000,84500,83500,84500,35110,-1300,305.56,8776.389648,0
12/19/2008,84500,84500,80500,80500,15100,-71630,307.26,9034.69043,40000
12/22/2008,80500,84000,79000,79000,7260,3520,310.05,8952.889648,647500
12/23/2008,79000,77000,76500,76500,9580,-16860,303.93,9015.099609,0
12/24/2008,76500,76500,75000,76500,20680,14660,304.05,8769.700195,0
12/25/2008,76500,77500,76500,76500,3610,7830,302.19,8742.459961,0
12/26/2008,76500,77000,76500,76500,5550,10,304.46,8599.179688,0
12/29/2008,76500,78000,76500,77000,4330,3000,308.56,8473.969727,0
12/30/2008,77000,79500,77000,79500,13790,36530,316.32,8448.55957,0
12/31/2008,79500,79500,79000,79500,9130,12560,315.62,8200.139648,0
1/2/2009,79500,80000,80000,80000,200,-3700,313.34,8212.490234,0
1/5/2009,80000,80000,76000,80000,6550,5030,311.91,8281.219727,0
1/6/2009,80000,80000,78000,78000,1360,-4100,314.04,7949.089844,0
1/7/2009,78000,79000,77000,79000,2920,210,319.58,8228.099609,0
1/8/2009,79000,79000,78000,79000,23750,108620,314.15,8122.799805,0
1/9/2009,79000,79000,77000,78500,1700,17450,313.4,8077.560059,0
1/12/2009,78500,78500,76000,78500,6160,125800,312.18,8116.029785,0
1/13/2009,78500,78000,77000,78000,6570,117140,307.13,8174.72998,0
1/14/2009,78000,79000,76500,79000,7250,136900,307.98,8375.450195,0
1/15/2009,79000,79000,77000,78500,3300,118400,304.01,8149.009766,0
1/16/2009,78500,82000,80000,82000,40370,164670,306.12,8000.859863,0
1/19/2009,82000,84000,82000,82000,4680,116110,304.98,7936.75,0
1/20/2009,82000,82000,82000,82000,12780,-13180,302.86,8078.359863,0
1/21/2009,82000,82000,81000,81500,2150,-10270,300.04,7956.660156,0
1/22/2009,81500,81500,79000,79000,26920,96870,301.12,8063.069824,0
1/23/2009,79000,80000,79000,80000,5870,790,303.21,8280.589844,0
2/2/2009,80000,82000,80000,81000,1100,106270,297.52,8270.870117,0
2/3/2009,81000,80000,77500,78000,71750,58560,288.69,7888.879883,0
2/4/2009,78000,78000,74500,74500,10540,-32600,286.11,7939.529785,0
2/5/2009,74500,74500,71000,71000,25700,-19790,277.81,7932.759766,0
2/6/2009,71000,74000,70000,71000,16510,4230,281.63,7850.410156,0
2/9/2009,71000,74000,70000,72000,9870,6800,287.57,7552.600098,0
2/10/2009,72000,71000,70000,70500,1760,-2950,282.02,7555.629883,0
2/11/2009,70500,70500,67000,67000,24360,-810,276.22,7465.950195,0
2/12/2009,67000,69000,65000,67500,12640,106700,276.09,7365.669922,0
2/13/2009,67500,67500,66500,66500,360,-1510,274.51,7114.779785,0
2/16/2009,66500,66500,64500,65000,1750,2610,272.31,7350.939941,0
2/17/2009,65000,65000,62000,62000,4350,-25650,263.07,7270.890137,0
2/18/2009,62000,59500,59000,59000,1550,-37110,255.09,7182.080078,0
2/19/2009,59000,59000,56500,57000,10250,-2420,254.85,7062.930176,0
2/20/2009,57000,54500,54500,54500,1820,-36630,252.57,6763.290039,0
2/23/2009,54500,52000,52000,52000,780,-43770,244.02,6726.02002,0
2/24/2009,52000,49500,49400,49400,160,-43580,235.5,6875.839844,0
2/25/2009,49400,48500,47000,47000,33330,-11290,244.33,6594.439941,0
2/26/2009,47000,44700,44700,44700,2600,-76740,242.53,6626.939941,0
2/27/2009,44700,42500,42500,42500,4640,-66870,245.74,6547.049805,0
3/2/2009,42500,41000,40400,41000,12190,-14820,247.66,6926.490234,0
3/3/2009,41000,41000,39000,39000,8130,-22980,241.46,6930.399902,0
3/4/2009,39000,40900,37800,37800,165080,1670,244.36,7170.060059,0
3/5/2009,37800,39600,37800,37800,50430,39570,246.68,7223.97998,0
3/6/2009,37800,39400,36300,36300,85640,12770,245.7,7216.970215,0
3/9/2009,36300,38100,36200,36500,53770,20830,247.85,7395.700195,0
3/10/2009,36500,38300,36000,38300,21540,32880,251.88,7486.580078,0
3/11/2009,38300,39800,37100,37100,142160,-31020,255.85,7400.799805,0
3/12/2009,37100,36800,35300,35300,109200,-47670,251.01,7278.379883,0
3/13/2009,35300,35900,33700,33700,187880,-31530,251.44,7775.859863,0
3/16/2009,33700,35300,33700,35300,358660,186790,254.56,7659.970215,0
3/17/2009,35300,37000,36500,37000,461550,348440,263.2,7749.810059,0
3/18/2009,37000,38800,38600,38700,680220,82760,273.39,7924.560059,0
3/19/2009,38700,37300,36800,36800,549010,-690080,267.04,7776.180176,0
3/20/2009,36800,35000,35000,35000,102040,-497200,266.62,7522.02002,0
3/23/2009,35000,33300,33300,33300,89960,-523540,260.16,7608.919922,0
3/24/2009,33300,34900,33000,34900,1058250,341110,270.62,7761.600098,3600000
3/25/2009,34900,36600,34500,36600,271510,286640,277.63,7978.080078,0
3/26/2009,36600,38400,37100,38400,256100,782530,286.25,8017.589844,0
3/27/2009,38400,40300,39500,40300,694790,609560,287.41,7975.850098,0
3/30/2009,40300,42300,41000,42300,760630,305360,282.38,7789.560059,1900000
3/31/2009,42300,42300,40200,40200,364960,-134760,280.67,7837.109863,0
4/1/2009,40200,42200,39000,42000,360900,161370,289.52,8083.379883,0
4/2/2009,42000,42500,41500,41600,359180,-216500,297.3,8057.810059,0
4/3/2009,41600,43600,43200,43600,167730,494500,310.28,7920.180176,0
4/7/2009,43600,45700,44000,45700,313750,493670,322.36,8029.620117,3800000
4/8/2009,45700,47900,43800,44200,523200,34330,313.76,8125.430176,0
4/9/2009,44200,44900,42100,42200,350800,-250480,311.72,8131.330078,0
4/10/2009,42200,44300,44200,44300,136280,271390,325.05,7841.72998,0
4/13/2009,44300,46500,46500,46500,86540,192950,340.01,7969.560059,0
4/14/2009,46500,48000,45000,46600,426080,-165990,347.07,7886.569824,0
4/15/2009,46600,46000,44300,44300,226180,-316950,339.29,7957.060059,0
4/16/2009,44300,44300,42500,44300,289920,-11770,343.88,8076.290039,0
4/17/2009,44300,44000,42100,42100,191550,-176500,334.14,8025,0
4/20/2009,42100,40000,40000,40000,209900,-117570,318.89,8016.950195,0
4/21/2009,40000,38000,38000,38000,278550,-320000,312.77,8185.72998,0
4/22/2009,38000,39900,38500,39900,178640,141510,321.86,8168.120117,0
4/23/2009,39900,39900,38300,39400,188790,74520,315.2,8212.410156,0
4/24/2009,39400,38500,38000,38400,91920,59650,309.9,8426.740234,0
4/27/2009,38400,40200,39500,39900,121800,-40640,313.69,8410.650391,0
4/28/2009,39900,40400,38000,39900,68600,-5070,315.71,8512.280273,0
4/29/2009,39900,40000,39000,40000,80160,13370,321.63,8409.849609,0
5/4/2009,40000,42000,42000,42000,23560,137620,336.64,8574.650391,0
5/5/2009,42000,44100,44100,44100,120020,174900,351.32,8418.769531,0
5/6/2009,44100,44100,41900,42000,195210,-327950,350.14,8469.110352,0
5/7/2009,42000,43900,43000,43000,93220,-61980,363.85,8284.889648,0
5/8/2009,43000,43000,41100,42200,60740,7710,366.22,8331.320313,0
5/11/2009,42200,44300,43000,44000,181710,-26090,372.95,8268.639648,0
5/12/2009,44000,46000,43500,46000,108000,-7110,381.97,8504.080078,0
5/13/2009,46000,46000,43800,43800,120240,-101190,378.25,8474.849609,0
5/14/2009,43800,45000,42000,45000,87050,93920,376.75,8422.040039,0
5/15/2009,45000,46500,45000,46500,120870,-74990,390.16,8292.129883,0
5/18/2009,46500,47000,45900,46100,102160,-74840,390.85,8277.320313,0
5/19/2009,46100,48400,48300,48400,176850,238380,400.9,8473.490234,0
5/20/2009,48400,50500,50500,50500,62030,377260,410.38,8300.019531,0
5/21/2009,50500,53000,53000,53000,38170,456370,412.51,8403.799805,0
5/22/2009,53000,55500,51500,55500,289500,286810,404.58,8500.330078,0
5/25/2009,55500,58000,58000,58000,55220,311850,421.75,8721.44043,0
5/26/2009,58000,60500,60500,60500,37440,556320,425.03,8740.870117,20000
5/27/2009,60500,63500,63500,63500,26810,645860,425.17,8675.240234,0
5/28/2009,63500,66500,64000,66500,352890,237910,415.45,8750.240234,0
5/29/2009,66500,69500,64500,67000,157610,23780,411.64,8763.129883,0
6/1/2009,67000,68500,64500,66000,173360,-3380,426.43,8764.490234,0
6/2/2009,66000,69000,68500,68500,110190,20150,440.56,8763.05957,0
6/3/2009,68500,68500,67000,68500,166410,-6670,444.79,8739.019531,0
6/4/2009,68500,71500,69500,71500,107820,107840,458.19,8770.919922,0
6/5/2009,71500,75000,75000,75000,54890,181240,478.72,8799.259766,0
6/8/2009,75000,78500,78500,78500,32360,149000,501.49,8612.129883,0
6/9/2009,78500,80000,75500,78000,138430,-71220,512.46,8504.669922,0
6/10/2009,78000,75500,74500,74500,108150,-114610,497.51,8497.179688,0
6/11/2009,74500,78000,73000,78000,65310,132690,511.27,8555.599609,0
6/12/2009,78000,81500,74500,77000,45370,-410,509.59,8539.730469,0
6/15/2009,77000,76000,73500,73500,71420,-16740,493.52,8339.009766,0
6/16/2009,73500,70000,70000,70000,81370,-112260,471.97,8322.910156,0
6/17/2009,70000,72000,66500,70500,129400,45080,472.47,8299.860352,0
6/18/2009,70500,72000,69000,71500,158720,34690,479.27,8472.400391,0
6/19/2009,71500,74000,71500,73500,150290,-89470,475.22,8438.389648,0
6/22/2009,73500,77000,74000,77000,203780,145080,458.11,8529.379883,0
6/23/2009,77000,77000,73500,73500,74390,-69610,438.55,8447,0
6/24/2009,73500,77000,76000,77000,120850,48760,456.22,8504.05957,0
